,hj_area_px2,tip_coords,base_coords,prot_len_px,prot_angle_rad,prot_angle_deg,edge_len_nonstrt_px,edge_len_strt_px,edge_angle_rad,edge_angle_deg,endpoint_1_coords,endpoint_2_coords,cell_s_lab,cell_r_lab,cell_r_area_px,cell_s_area_px,t_step,um_per_px,prot_len_um
0,15.0,"(537, 436)","(537, 434)",1.5555555555555556,0.0,0.0,14.001622448295937,14.0089257261219,1.6064954394742206,92.04540848888723,"(533.0, 433.5)","(547.0, 433.0)",13.0,7.0,3503.0,2638.0,0,0.08846580217295011,0.1376134700468113
1,273.0,"(550, 458)","(533, 453)",17.321047390032003,1.2847448850775784,73.61045966596522,46.88254903974008,44.384682042344295,2.7485346344078607,157.47943439710312,"(517.0, 474.0)","(534.0, 433.0)",18.0,7.0,3503.0,7093.0,0,0.08846580217295011,1.532320351834865
2,14.0,"(523, 504)","(521, 505)",1.975594875006192,2.0344439357957027,116.56505117707799,9.712987137965495,11.40175425099138,0.9097531579442097,52.1250163489018,"(514.0, 500.5)","(523.0, 507.5)",21.0,7.0,3503.0,1857.0,0,0.08846580217295011,0.1747725853861919
3,111.0,"(524, 486)","(516, 486)",7.5000762078951135,1.5707963267948966,90.0,28.955224219849956,28.071337695236398,3.070285188804503,175.91438322002512,"(515.0, 501.0)","(517.0, 473.0)",22.0,7.0,3503.0,2197.0,0,0.08846580217295011,0.6635002580896989
4,35.0,"(531, 299)","(531, 302)",2.5185185185185177,3.141592653589793,180.0,20.70054960778717,20.12461179749811,1.1071487177940904,63.43494882292201,"(530.0, 301.0)","(548.0, 310.0)",14.0,8.0,3787.0,2564.0,0,0.08846580217295011,0.22280276102817057
5,113.0,"(491, 258)","(487, 260)",4.192598011943819,2.0344439357957027,116.56505117707799,64.49322183360114,64.70123646422842,0.7799337369129606,44.68691142497935,"(485.0, 256.0)","(530.5, 302.0)",20.0,8.0,3787.0,4290.0,0,0.08846580217295011,0.3709015463153258
6,43.0,"(496, 244)","(496, 241)",2.3666901462940455,0.0,0.0,26.689449514847603,26.40075756488817,2.4905159321453136,142.6960517220166,"(485.0, 257.0)","(501.0, 236.0)",27.0,8.0,3787.0,3547.0,0,0.08846580217295011,0.20937114228671938
7,45.0,"(534, 428)","(535, 433)",4.833215153390676,-2.9441970937399127,-168.6900675259798,14.001622448295937,14.0089257261219,1.6064954394742206,92.04540848888723,"(533.0, 433.5)","(547.0, 433.0)",7.0,13.0,2638.0,3503.0,0,0.08846580217295011,0.4275742556191643
8,33.0,"(518, 378)","(518, 375)",2.475959970045812,0.0,0.0,27.599821617217906,27.018512172212592,1.5337762109209665,87.87890360333854,"(514.0, 375.0)","(541.0, 376.0)",14.0,13.0,2638.0,2564.0,0,0.08846580217295011,0.2190377848982163
9,113.0,"(532, 427)","(532, 432)",4.297722481005622,3.141592653589793,180.0,51.20386263947218,51.3638978271704,1.0287073789934587,58.94059117029002,"(490.0, 407.5)","(534.0, 434.0)",18.0,13.0,2638.0,7093.0,0,0.08846580217295011,0.3802014667988837
10,75.0,"(509, 386)","(505, 383)",4.701096093748497,0.9272952180016122,53.13010235415598,33.724470833877675,34.121107836645635,2.1791213354134698,124.85445556610367,"(487.0, 394.5)","(515.0, 375.0)",24.0,13.0,2638.0,2460.0,0,0.08846580217295011,0.415886237025583
11,19.0,"(490, 396)","(488, 397)",1.7805970519132128,2.0344439357957027,116.56505117707799,14.26697772751957,14.317821063276353,0.21109333322274654,12.094757077012101,"(488.0, 394.0)","(491.0, 408.0)",29.0,13.0,2638.0,1821.0,0,0.08846580217295011,0.15752194654429247
12,48.0,"(531, 306)","(533, 303)",3.161488304433805,-0.5880026035475675,-33.690067525979785,20.70054960778717,20.12461179749811,1.1071487177940904,63.43494882292201,"(530.0, 301.0)","(548.0, 310.0)",8.0,14.0,2564.0,3787.0,0,0.08846580217295011,0.27968359891213646
13,60.0,"(518, 372)","(518, 376)",3.506172839506172,3.141592653589793,180.0,27.599821617217906,27.018512172212592,1.5337762109209665,87.87890360333854,"(514.0, 375.0)","(541.0, 376.0)",13.0,14.0,2564.0,2638.0,0,0.08846580217295011,0.3101763928039238
14,224.0,"(528, 337)","(518, 329)",12.646909609386928,0.8960553845713439,51.34019174590991,52.45523290909904,50.47771785649585,2.5535900500422257,146.30993247402023,"(503.0, 343.0)","(531.0, 301.0)",20.0,14.0,2564.0,4290.0,0,0.08846580217295011,1.1188190036032057
15,53.0,"(512, 360)","(510, 362)",2.5434331603874862,2.356194490192345,135.0,35.15592501167254,35.73513677041127,0.3129012278803845,17.92791976200724,"(503.5, 342.0)","(514.5, 376.0)",24.0,14.0,2564.0,2460.0,0,0.08846580217295011,0.22500685480696064
16,41.0,"(487, 548)","(487, 546)",1.520044357036758,0.0,0.0,32.73480682404741,32.77575323314477,1.9456370421504945,111.4767909795404,"(480.5, 548.0)","(511.0, 536.0)",21.0,17.0,2528.0,1857.0,0,0.08846580217295011,0.13447194338372298
17,86.0,"(490, 587)","(490, 591)",3.5061031359863075,3.141592653589793,180.0,43.98006573405056,44.03691633164157,1.353358907391949,77.5417535599951,"(470.0, 582.5)","(513.0, 592.0)",23.0,17.0,2528.0,3793.0,0,0.08846580217295011,0.3101702264261247
18,274.0,"(499, 564)","(479, 560)",22.097362316085878,1.373400766945016,78.69006752597979,37.93490658853972,36.68787265568828,2.8370817703876807,162.5528115767178,"(471.0, 583.0)","(482.0, 548.0)",31.0,17.0,2528.0,2323.0,0,0.08846580217295011,1.9548608831988559
19,102.0,"(529, 438)","(533, 438)",3.506172839506172,-1.5707963267948966,-90.0,46.88254903974008,44.384682042344295,2.7485346344078607,157.47943439710312,"(517.0, 474.0)","(534.0, 433.0)",7.0,18.0,7093.0,3503.0,0,0.08846580217295011,0.3101763928039238
20,157.0,"(530, 436)","(531, 431)",4.72861011695818,-0.19739555984988075,-11.309932474020213,51.20386263947218,51.3638978271704,1.0287073789934587,58.94059117029002,"(490.0, 407.5)","(534.0, 434.0)",13.0,18.0,7093.0,2638.0,0,0.08846580217295011,0.4183202871598328
